series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,signature_bake.x,technical,result,show_stopper.x,signature_bake.y,show_stopper.y
4,6,Kimberley,Wilson,30,Psychologist,London,Chai Spiced Ginger and Date Tea Loaf,3,IN,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer
4,6,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Citrus Tea Loaf,1,STAR BAKER,Twisted Swedish KanelbullarSaffron St. Lucia Buns,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns
4,7,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,1,IN,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille
4,7,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,6,IN,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille
4,7,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,5,STAR BAKER,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers
4,7,Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,3,OUT,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille
4,7,Kimberley,Wilson,30,Psychologist,London,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,4,IN,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette"
4,7,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Plum Jam Roly-Polywith Ginger Ice cream,2,IN,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts
4,8,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire","Potato, Spelt and Rosemary Focaccia",4,IN,Spiced Butternut Squash and Pecan 'Cheese' Cake,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake
4,8,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire","Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",5,OUT,Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant
4,8,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",'Chelsea Flour Show' Bun Bouquet,3,IN,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
4,8,Kimberley,Wilson,30,Psychologist,London,Wild Garlic Pesto and Parma Ham Spelt Loaf,2,IN,Butternut Squash and Spice Cake Toadstool House,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House
4,8,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Mango and Nigella Seed Spelt Cob,1,STAR BAKER,Carrot Cake and Pistachio Garden Plot,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot
4,9,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,3,OUT,Banoffee Opera Cake,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake
4,9,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire","Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",2,IN,Great British Soap Opera Cake,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake
4,9,Kimberley,Wilson,30,Psychologist,London,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,1,STAR BAKER,Passion Fruit and Lime Opera Cake,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake
4,9,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions",4,IN,"Chocolate, Almond Praline and Saffron Opera Cake","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake"
4,10,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Rainbow Picnic Pie,3,WINNER,Midsummer Night's Dream Wedding Cake,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake
4,10,Kimberley,Wilson,30,Psychologist,London,Chicken and Pig Pie,1,Runner-up,Languages of Love Wedding Cake,Chicken and Pig Pie,Languages of Love Wedding Cake
4,10,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Picnic Basket Pie,2,Runner-up,"Raspberry, Lemon and Passion Fruit Wedding Cake",Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake"
5,1,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent","Cardamom, Pistachio and Coffee Swiss Roll",3,IN,Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream
5,1,Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",Chocolatey Orangey Swirly Roll,8,OUT,Mini Chocolate and Cherry Cakes,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes
5,1,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Mum's Sunday Tea Lemon Curd Swiss Roll,5,IN,Chocolate Ganache Surprises,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises
5,1,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",Raspberry and Lemon Swiss Roll,9,IN,Coffee and Walnut Battenberg Squares,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares
5,1,Iain,Watters,31,Construction Engineer,London/Belfast,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,4,IN,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
5,1,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",Kawaii Frasier Swiss Roll,12,IN,Lemon Drizzle Cakes with Blueberry and Lemon Curd,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd
5,1,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",Red Velvet and White Chocolate Swiss Roll,6,IN,Mini Tiered Victoria Sponges,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges
5,1,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Spanish Swiss Roll,7,IN,Raspberry and Lemon Genoise Slices with Lemon Drizzles,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles
5,1,Martha,Collison,17,Student,"Ascot, Berkshire",Tiramisu Swiss Roll,2,IN,Mini Lemon and Thyme Drizzle Cakes,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes
5,1,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Coffee and Hazelnut Swiss Roll,1,STAR BAKER,Jaffa Orange Cakes,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes
5,1,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",Black Forest Swiss Roll,11,IN,Almond and Raspberry Mini Cakes,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes
5,1,Richard,Burr,38,Builder,"Mill Hill, London",Pistachio and Strawberry Swiss Roll,10,IN,Miniature Coffee & Walnut Cakes,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes
5,2,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",Fenugreek and Carom Crackers,8,IN,Day On The Beach,Fenugreek and Carom Crackers,Day On The Beach
5,2,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Parmesan Triangles,7,IN,"Express, First Class",Parmesan Triangles,"Express, First Class"
5,2,Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",Pumpkin and Sunflower Savoury Biscuits,9,OUT,Space Adventure Moon Scene,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene
5,2,Iain,Watters,31,Construction Engineer,London/Belfast,Za'atar and Fig Biscuits,11,IN,Wild West Scene,Za'atar and Fig Biscuits,Wild West Scene
5,2,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham","Sourdough, Parmesan and Chilli Biscuits",6,IN,Monster Attack,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack
5,2,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",Parmesan and Apple Biscuits,4,IN,Tea Time,Parmesan and Apple Biscuits,Tea Time
5,2,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,3,IN,George Versus The Dragon,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon
5,2,Martha,Collison,17,Student,"Ascot, Berkshire",Caramelised Onion and Goat's Cheese Sandwich Biscuits,5,IN,Ski Village Scene,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene
5,2,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Fennel and Rye Thins,2,IN,Hansel and Gretel Scene,Fennel and Rye Thins,Hansel and Gretel Scene
5,2,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",Farthing Biscuits,10,IN,Zulu Boats at Dawn,Farthing Biscuits,Zulu Boats at Dawn
5,2,Richard,Burr,38,Builder,"Mill Hill, London",Rosemary Seeded Crackers,1,STAR BAKER,Pirates!,Rosemary Seeded Crackers,Pirates!
5,3,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",Onion and Pine Nut Rolls,8,IN,Rolled and Filled Twin Loaf,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf
5,3,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Rustic Picnic Rolls,7,IN,Sharing Savoury Pinwheel,Rustic Picnic Rolls,Sharing Savoury Pinwheel
5,3,Iain,Watters,31,Construction Engineer,London/Belfast,Cranberry and Walnut Rye Bread Rolls,9,IN,Moroccan Plaited with a Bessara Dip,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip
5,3,Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",Rye and Spelt Bread Rolls,10,OUT,Strawberry Raspberry Cheesecake Brioche,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche
5,3,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",Orange and Cardamom Rye Bread Knots,1,IN,"Prosciutto, Olive and Coriander Bread",Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread"
5,3,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Opposites Attract Rolls,2,STAR BAKER,Roscón de Reyes,Opposites Attract Rolls,Roscón de Reyes
5,3,Martha,Collison,17,Student,"Ascot, Berkshire",Date and Walnut Rye Rolls,3,IN,Stuffed Sunflower Loaf,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf
5,3,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Cider and Walnut Crusty Rolls,5,IN,'Full English' Stromboli,Cider and Walnut Crusty Rolls,'Full English' Stromboli
5,3,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",Rye Bread Rolls,4,IN,Chicken and Roasted Vegetable Picnic Loaf,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf
5,3,Richard,Burr,38,Builder,"Mill Hill, London",Rye and Cranberry Rolls,6,IN,Pesto Pinwheel,Rye and Cranberry Rolls,Pesto Pinwheel
5,4,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent","Rhubarb, Strawberry and Orange Puddings",3,IN,"Mango, Raspberry and Coconut Baked Alaska","Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska"
5,4,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Orange and Lemon Curd Pots,9,IN,Raspberry Ripple Alaska Swan,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan
5,4,Iain,Watters,31,Construction Engineer,London/Belfast,"Chocolate, Lime and Raspberry Fondants",6,OUT,"Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)","Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
5,4,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",Chocolate and Salted Caramel Molten Puddings,7,IN,"Pistachio, Raspberry and Chocolate Baked Alaska",Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska"
5,4,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Pears in Puddings,2,IN,Bakewell Alaska,Pears in Puddings,Bakewell Alaska
5,4,Martha,Collison,17,Student,"Ascot, Berkshire",Peanut Butter Chocolate Fondants,1,IN,Key Lime Baked Alaska,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska
5,4,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Pistachio Puddings with Chocolate Sauce,4,IN,Summer Pudding Alaska,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska
5,4,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",Mini Sticky Toffee Puddings,8,IN,Baked Alaska with Strawberry Surprise,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise
5,4,Richard,Burr,38,Builder,"Mill Hill, London",Black Forest Chocolate Fondants,5,STAR BAKER,Tiramisu Baked Alaska,Black Forest Chocolate Fondants,Tiramisu Baked Alaska
5,5,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",Rice Custard Tart with Mangoes and Raspberries,2,IN,Fusion Tiered Pies,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies
5,5,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,WD,NA,NA,NA
5,5,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",Rhubarb and Custard Tart,3,STAR BAKER,"Rhubarb, Prune and Apple Pies",Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies"
5,5,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Tropical Manchester Tart,6,IN,Four Fruity Seasons Tower,Tropical Manchester Tart,Four Fruity Seasons Tower
5,5,Martha,Collison,17,Student,"Ascot, Berkshire","Pistachio, Apricot and Honey Custard Tart",1,IN,Three Little Pigs Pie,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie
5,5,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Chocolate Crusted Passion Fruit Tart,4,IN,Trio of Apple Pies,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies
5,5,Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",Tarte au Citron,5,OUT,Pieful Tower,Tarte au Citron,Pieful Tower
5,5,Richard,Burr,38,Builder,"Mill Hill, London",Fig and Orange Tart,7,IN,Three Course Autumn Pie Feast,Fig and Orange Tart,Three Course Autumn Pie Feast
5,6,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",Orange Savarin with Cinnamon Cream,2,STAR BAKER,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream
5,6,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,IN,NA,NA,NA
5,6,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake",6,IN,Trio of Dobos Tortes,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes
5,6,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Apple and Cinnamon Kugelhopf with Honeyed Apples,3,IN,The Cage on the Rocky Hill,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill
5,6,Martha,Collison,17,Student,"Ascot, Berkshire",Dark Chocolate and Almond Liqueur Savarin,4,IN,Chess-Themed Chocolate and Salted Caramel Dobos Torte,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte
5,6,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Rum Punch Savarin with Coconut Cream and Tropical Fruits,1,IN,Chocolate and Caramel Dobos Torte,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte
5,6,Richard,Burr,38,Builder,"Mill Hill, London",Fruity Guglhupf with an Orange Glaze,5,IN,Sugar Forest Dobos Torte,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte
5,7,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",Crispy Lentil Kachori,6,IN,Chocolate and Mango & Lemon Meringue Éclairs,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs
5,7,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,IN,NA,NA,NA
5,7,Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",Spinach and Paneer Spicy Samosa,4,OUT,Neapolitan & Lemon Meringue Éclairs,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs
5,7,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Childhood Empanadas,5,IN,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
5,7,Martha,Collison,17,Student,"Ascot, Berkshire",Mini Beef Wellingtons,3,IN,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
5,7,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Spicy Duck Pasties,2,IN,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
5,7,Richard,Burr,38,Builder,"Mill Hill, London",Minted Lamb Pasties,1,STAR BAKER,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
5,8,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",Date and Walnut Swirl Bread,1,IN,Chocolate Mousse Filled DoughnutsBraided Doughnuts,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts
5,8,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,IN,NA,NA,NA
5,8,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Black Forest Cherry Tree,2,IN,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
5,8,Martha,Collison,17,Student,"Ascot, Berkshire",Spiced Plum Iced Bread Swirl,5,OUT,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts
5,8,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Lincolnshire Plum Braid,3,IN,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
5,8,Richard,Burr,38,Builder,"Mill Hill, London",Fruit Swedish Tea Ring,4,STAR BAKER,Rhubarb and Custard and Toffee Apple Doughnuts,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts
5,9,Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",Chocolate Orange Baklava Masala Chai Baklava,4,OUT,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets"
5,9,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,IN,NA,NA,NA
5,9,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",Indian Rose BaklavaHalwa Baklava Rolls,1,IN,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
5,9,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Coffee and Chocolate BaklavaBreakfast Baklava,3,IN,Raspberry NonnettesLime and Passion Fruit Entremets,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets
5,9,Richard,Burr,38,Builder,"Mill Hill, London",Rose and Pistachio BaklavaWalnut and Almond Baklava,2,STAR BAKER,Hazelnut Mocha EntremetsPink Grapefruit Entremets,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets
5,10,Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA,IN,NA,NA,NA
5,10,Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",2,Runner-up,Village in Chocolate,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate
5,10,Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Apple and Lemon KitesRaspberry and Almond Croissants,1,WINNER,Red Windmill,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill
5,10,Richard,Burr,38,Builder,"Mill Hill, London",Pear Pain au ChocolatPain Au Lait,3,Runner-up,Mill on the Hill,Pear Pain au ChocolatPain Au Lait,Mill on the Hill
6,1,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",Orange Vanilla and Fig Madeira Cake,2,IN,Black Forest Gâteau,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau
6,1,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",Madeira Cake with Candied Lemons,5,IN,Enchanted Forest Gâteau,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau
6,1,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Blood Orange Madeira Cake,6,IN,Black Forest Gâteau,Blood Orange Madeira Cake,Black Forest Gâteau
6,1,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Somewhere West of Madeira Cake,8,IN,Black Forest Cherry Tree,Somewhere West of Madeira Cake,Black Forest Cherry Tree
6,1,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",Zingy Citrus Madeira Cake,3,STAR BAKER,A Walk in the Black Forest,Zingy Citrus Madeira Cake,A Walk in the Black Forest
6,1,Mat,Riley,37,Fire fighter,London,Gin and Tonic Madeira Cake,7,IN,Black Forest Gateau,Gin and Tonic Madeira Cake,Black Forest Gateau
6,1,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Orange and Green Cardamom Madeira Cake,12,IN,Quadruple Chocolate Black Forest Gâteau,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau
6,1,Paul,Jagger,49,Prison governor,"Swansea, Wales","Lemon, Ginger and Caraway Seed Madeira Cake",10,IN,Black Forest Chocolate Creation,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation
6,1,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",Madeira Cake with Almond Liqueur and Chopped Apricots,9,IN,Black Forest Gâteau,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau
6,1,Stu,Henshall,35,Professional musician,"Guildford, Surrey",Marley Madeira Cake,11,OUT,Purple Forest Gâteau,Marley Madeira Cake,Purple Forest Gâteau
6,1,Tamal,Ray,29,Trainee anaesthetist,Manchester,Pistachio and Rose Madeira Cake,4,IN,Black Forest Gâteau in a Chocolate Shell,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell
6,1,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Lemon and Thyme Madeira Cake,1,IN,Falling Cup Gâteau,Lemon and Thyme Madeira Cake,Falling Cup Gâteau
6,2,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti",6,IN,Gingerbread Box filled with Brandy Snaps,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps
6,2,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",Almond and Apricot Biscotti with Amber Sugar Crystals,1,IN,Box of Frogs,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs
6,2,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Wedding Biscotti,2,IN,Honey and Earl Grey Tea Box,Wedding Biscotti,Honey and Earl Grey Tea Box
6,2,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire","Orange, Rosemary and Almond Biscotti",3,STAR BAKER,Sandwich de la Confiture,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture
6,2,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",Biscotti Italiano,11,OUT,Russian Box,Biscotti Italiano,Russian Box
